2.1 2.3000000000000003 2.5 2.7 2.9 3.1 3.3 3.5 3.7 3.9 4.1 4.3 4.5 4.699999999999999 4.9 5.1 5.3 5.5 5.699999999999999 5.9 6.1
GRP 1.3772293549442693 1.4287089901464114 1.4802363323401053 1.531811137624878 1.5834331431494633 1.6351020854698675 1.6868176960000838 1.738579700958823 1.7903878213159032 1.8422417727383404 1.8941412655360068 1.9460860046068547 1.9980756893814515 2.0501100137669184 2.1021886660900044 2.1543135727560276 2.2064799143834684 2.258689614782245 2.3109423393682533 2.3632377476736863 2.4155754932808975
iP 1.535466318036267 1.5866860894764478 1.6379695223111241 1.6893166885437019 1.7407276601361588 1.7922025090106786 1.8437413070512534 1.8953441261054529 1.9470110379862007 1.9987421144736075 2.050537427316929 2.102397048236522 2.154321048925926 2.206309501053969 2.2583606384649784 2.310478192577037 2.362660412874213 2.4149073709482884 2.467219138378052 2.519595786731884 2.5720366947092614
B 3.9891504254972787 3.957483379769382 3.925543591620734 3.893343370745775 3.860865173062379 3.828114957275023 3.795090288843763 3.7617896160722992 3.7282114000550735 3.6943541152995216 3.6602162503538658 3.6257963084391776 3.5910928080856905 3.5561042837721573 3.5208292865679134 3.4852663847763097 3.4494141645796788 3.413271230683833 3.3768362069623308 3.34010773709862 3.303084488862641
rP 2.328046416777873 2.3563980553792057 2.3846960912050683 2.412936715446577 2.4411182423292033 2.469238652401586 2.4972967227356833 2.5252912522202458 2.553221123831328 2.5810852341546635 2.6088824637558474 2.636611569926629 2.6642718608123133 2.6918624616800955 2.719381713614613 2.7468048700895693 2.774179152724713 2.801479245190336 2.8287041359031413 2.8558528168975528 2.882924284261346
G 1.864932133053216 1.9089189617698068 1.9526898179822325 1.9962439375495364 2.039554305501561 2.0826175817357893 2.1254178966475052 2.167943042598189 2.21017882223623 2.252110404673445 2.2937223023916715 2.334998348286554 2.3759182967313492 2.416468117281383 2.456632323651622 2.4963895398814593 2.535718317087145 2.5745987437623974 2.613013891465865 2.6509331885181595 2.688343279681039
g 3.655828005265761 3.6364224365421407 3.616806040466301 3.5969823672078682 3.5769457309042174 3.5566935071467896 3.536223050474028 3.515534055741206 3.4946190834096633 3.473477819026364 3.452107538392795 3.4305054992255535 3.4086689418666793 3.3865950900347457 3.3642811516180195 3.341724319510302 3.3189217724911586 3.2958706761509795 3.272568183862731 3.2490114378010446 3.2251975700107494
gP 3.4988672733607373 3.4854967833053827 3.4719216178023764 3.458138578751882 3.4441443425177525 3.42993653418959 3.4155116843090347 3.4008666604805384 3.385998308608805 3.3709034539747833 3.3555757300159925 3.3400152094397413 3.3242216534530584 3.30818871330116 3.2919131292469572 3.2753916285664495 3.258620927018292 3.241597730368845 3.224318735972254 3.2067806344047476 3.1889801111523717
i 1.545976497903144 1.5969545640586986 1.6479949699258611 1.6990977808553893 1.7502630621225563 1.801490878928476 1.8527815664732756 1.9041346487033266 1.9555493651093983 2.0070279721004276 2.0585694395832235 2.1101738323449943 2.161841215109593 2.2135716525393505 2.2653652092369434 2.3172219497472852 2.369141938559544 2.4211252401092054 2.473170685229828 2.525280918425299 2.5774545394820088
H 0.21430421011563539 0.2344001190618883 0.25452454235352917 0.27467754092736385 0.2948591758980257 0.315069508558679 0.3353086003817083 0.3555765130193649 0.3758733083044916 0.3961990482511766 0.41655379505546364 0.436937611096063 0.45735055893499776 0.47779270131835005 0.4982641011769715 0.5187648216271299 0.539294925971312 0.559854477698849 0.5804435404866979 0.6010621782001238 0.6217104548934529
K 0.09213741816503784 0.10512611320959309 0.11813360343933255 0.1311599296986543 0.14420513295117843 0.15726925428020166 0.1703523348891025 0.18345441610183855 0.19657608656085301 0.20971629526297164 0.22287562928183746 0.23605413042825774 0.24925184063586414 0.2624688019615746 0.27570505658601974 0.2889606468140329 0.302235615075098 0.3155300039238469 0.3288438560404714 0.34217721423124914 0.355530121428977
J 0.4556916714927439 0.4897155848415551 0.5237763110212157 0.5578739264673374 0.5920085080248754 0.6261801329500969 0.6603888789125278 0.6946348239969424 0.7289180467053384 0.7632386259588984 0.797596641099922 0.8319921718938375 0.8664252985311265 0.9008961016292787 0.9354046622347738 0.9699510618249931 1.0045353823101735 1.0391577060353825 1.0738015600983815 1.1085002433312425 1.143223326828256
r 2.3498438412894913 2.3771166563704256 2.4043486053742846 2.4315453061784993 2.4587100599074176 2.485837637954738 2.512927418871982 2.5399787803352787 2.566991099288309 2.5939637520882393 2.6208961146544922 2.6477875626203335 2.674641022716525 2.701448763829095 2.728213716892501 2.754935257967734 2.781612763628189 2.8082456111270133 2.834833178566818 2.861377168298702 2.887872353323175
u 5.247446818346354 5.165687892128222 5.083716208771783 5.001530570459892 4.919130191166786 4.836513863961606 4.7536805135213775 4.67062905876886 4.587358412950788 4.50386748371961 4.420155173221126 4.336220378185121 4.252073663553851 4.167690811183515 4.083082137289779 3.9982465180017925 3.9131828245627673 3.827889923449259 3.7423666764979124 3.656611941034633 3.570624570011894
W2 0.02624330869372926 0.021884265954017934 0.01751665700167493 0.013140457557692997 0.008755643258009371 0.004362189653161153 -3.992779202732777e-05 -0.004450733698817544 -0.008870252774862308 -0.013298509814564596 -0.017735529699407948 -0.02218133739831174 -0.02663595796796514 -0.031099416553175274 -0.035571738387222496 -0.04005294879219079 -0.044543073179337256 -0.049042137049433165 -0.05355016599311213 -0.05806718569123959 -0.06259322191526095
GBP 2.844660287100403 2.858505332435648 2.871554582574607 2.884727122043934 2.8979589359857805 2.910380732078572 2.922419382028405 2.934063416084669 2.9453011160894107 2.9561204836228825 2.966509263516919 2.976454945257146 2.9859447451752246 2.994782776591393 3.0033418863893253 3.0114046492901103 3.0189570908264294 3.0259849914788646 3.0325610292177743 3.038482569196283 3.043836428965836
V 2.902483271330791 2.9106110416898545 2.9186044747366964 2.926463084618547 2.9341863927303606 2.941773927778531 2.9492252258418326 2.9565396837126627 2.9637171504123216 2.970757033046471 2.977658897734621 2.9844223182282548 2.9910468759535576 2.9975321600510796 3.0038777674123196 3.0100833027130456 3.0161483784436136 3.022072614936061 3.0278512194238054 3.033492607640831 3.038992064348072
